open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore,open_time_dt,close_time_dt,symbol,interval
1748944800000,105198.12,105343.01,105146.99,105280.99,376.17348,1748948399999,39599267.2559799,40092,189.71592,19972664.2192172,0,2025-06-03 10:00:00+00:00,2025-06-03 10:59:59.999000+00:00,BTCUSDT,1h
1748948400000,105281.0,105349.94,105173.87,105287.24,272.00092,1748951999999,28629257.2488194,42424,164.37356,17299722.3514387,0,2025-06-03 11:00:00+00:00,2025-06-03 11:59:59.999000+00:00,BTCUSDT,1h
1748952000000,105287.24,105425.38,105224.25,105307.94,404.97079,1748955599999,42655130.6980958,63682,252.91067,26639972.9593427,0,2025-06-03 12:00:00+00:00,2025-06-03 12:59:59.999000+00:00,BTCUSDT,1h
1748955600000,105307.94,105666.67,105031.6,105421.55,737.70303,1748959199999,77749580.9118241,178631,377.54433,39796607.1702486,0,2025-06-03 13:00:00+00:00,2025-06-03 13:59:59.999000+00:00,BTCUSDT,1h
1748959200000,105421.54,106692.43,105150.94,106550.01,1681.31099,1748962799999,178213049.1609094,293133,823.2439,87300564.3094832,0,2025-06-03 14:00:00+00:00,2025-06-03 14:59:59.999000+00:00,BTCUSDT,1h
1748962800000,106550.01,106794.67,106333.33,106610.66,1120.18715,1748966399999,119378729.0847177,184586,520.34638,55449729.1764422,0,2025-06-03 15:00:00+00:00,2025-06-03 15:59:59.999000+00:00,BTCUSDT,1h
1748966400000,106610.66,106666.67,105800.0,105817.63,798.97951,1748969999999,84896440.2452227,154082,288.75497,30696358.1208187,0,2025-06-03 16:00:00+00:00,2025-06-03 16:59:59.999000+00:00,BTCUSDT,1h
1748970000000,105817.63,106142.86,105758.25,105943.98,392.12835,1748973599999,41543424.7487848,119450,194.40873,20598074.5777532,0,2025-06-03 17:00:00+00:00,2025-06-03 17:59:59.999000+00:00,BTCUSDT,1h
1748973600000,105943.99,106047.62,105592.17,106013.15,412.4498,1748977199999,43635475.0068965,102581,183.75343,19442737.3802507,0,2025-06-03 18:00:00+00:00,2025-06-03 18:59:59.999000+00:00,BTCUSDT,1h
1748977200000,106013.15,106428.58,106013.15,106238.81,403.87736,1748980799999,42900755.0517785,100009,199.52244,21194001.5687738,0,2025-06-03 19:00:00+00:00,2025-06-03 19:59:59.999000+00:00,BTCUSDT,1h
1748980800000,106238.81,106254.92,105353.5,105738.69,512.78907,1748984399999,54234767.9490617,121230,204.69447,21643851.4691599,0,2025-06-03 20:00:00+00:00,2025-06-03 20:59:59.999000+00:00,BTCUSDT,1h
1748984400000,105738.7,105847.71,105274.95,105367.93,366.43282,1748987999999,38664958.4271529,92428,157.06773,16574642.0523393,0,2025-06-03 21:00:00+00:00,2025-06-03 21:59:59.999000+00:00,BTCUSDT,1h
1748988000000,105367.92,105902.93,105308.0,105743.74,299.07218,1748991599999,31621692.5816896,84042,156.42333,16539402.0644032,0,2025-06-03 22:00:00+00:00,2025-06-03 22:59:59.999000+00:00,BTCUSDT,1h
1748991600000,105743.74,105743.74,105266.02,105376.89,369.07549,1748995199999,38925256.1730331,80419,127.22385,13414177.1043749,0,2025-06-03 23:00:00+00:00,2025-06-03 23:59:59.999000+00:00,BTCUSDT,1h
1748995200000,105376.9,105524.96,105132.27,105476.2,493.99756,1748998799999,52044195.1977949,99933,217.48886,22916684.4319498,0,2025-06-04 00:00:00+00:00,2025-06-04 00:59:59.999000+00:00,BTCUSDT,1h
1748998800000,105476.2,105740.0,105422.59,105592.9,442.93676,1749002399999,46768903.2666734,94464,196.19183,20715219.3758268,0,2025-06-04 01:00:00+00:00,2025-06-04 01:59:59.999000+00:00,BTCUSDT,1h
1749002400000,105592.9,105839.63,105415.09,105476.22,250.94227,1749005999999,26510116.8642747,75239,104.27424,11017551.6662063,0,2025-06-04 02:00:00+00:00,2025-06-04 02:59:59.999000+00:00,BTCUSDT,1h
1749006000000,105476.22,105745.29,105444.32,105519.27,280.68523,1749009599999,29647230.8323352,63190,131.98147,13940543.5805829,0,2025-06-04 03:00:00+00:00,2025-06-04 03:59:59.999000+00:00,BTCUSDT,1h
1749009600000,105519.26,105611.96,105404.25,105407.05,264.21374,1749013199999,27875054.1456776,51107,119.38982,12595382.2844038,0,2025-06-04 04:00:00+00:00,2025-06-04 04:59:59.999000+00:00,BTCUSDT,1h
1749013200000,105407.06,105549.03,105340.66,105354.14,1117.59375,1749016799999,117822921.4101035,76176,519.35171,54770395.9278602,0,2025-06-04 05:00:00+00:00,2025-06-04 05:59:59.999000+00:00,BTCUSDT,1h
1749016800000,105354.14,105436.64,105250.0,105301.02,613.5989,1749020399999,64639123.6006066,56173,430.46413,45350114.9450199,0,2025-06-04 06:00:00+00:00,2025-06-04 06:59:59.999000+00:00,BTCUSDT,1h
1749020400000,105301.03,105469.0,105264.23,105320.75,247.91386,1749023999999,26115060.9888439,43557,128.93041,13581045.6476504,0,2025-06-04 07:00:00+00:00,2025-06-04 07:59:59.999000+00:00,BTCUSDT,1h
1749024000000,105320.75,105585.45,105320.75,105435.93,351.33591,1749027599999,37050099.6133683,48862,167.29887,17643022.2147409,0,2025-06-04 08:00:00+00:00,2025-06-04 08:59:59.999000+00:00,BTCUSDT,1h
1749027600000,105435.93,105919.26,105329.54,105825.31,986.00175,1749031199999,104144228.8644062,85060,714.26603,75451439.0067805,0,2025-06-04 09:00:00+00:00,2025-06-04 09:59:59.999000+00:00,BTCUSDT,1h
1749031200000,105825.31,106000.0,105650.96,105705.13,390.95549,1749034799999,41355189.3612826,71047,250.43364,26490050.8779618,0,2025-06-04 10:00:00+00:00,2025-06-04 10:59:59.999000+00:00,BTCUSDT,1h
1749034800000,105705.13,105820.04,105080.26,105084.36,2112.4711,1749038399999,222673104.0580016,141487,978.46562,103260720.2493806,0,2025-06-04 11:00:00+00:00,2025-06-04 11:59:59.999000+00:00,BTCUSDT,1h
1749038400000,105084.36,105157.27,104794.5,105039.19,887.65828,1749041999999,93216328.4025266,122967,441.1156,46323571.8727394,0,2025-06-04 12:00:00+00:00,2025-06-04 12:59:59.999000+00:00,BTCUSDT,1h
1749042000000,105039.2,105272.3,104720.0,104761.17,633.64563,1749045599999,66519478.6371046,148939,341.20296,35823835.8794231,0,2025-06-04 13:00:00+00:00,2025-06-04 13:59:59.999000+00:00,BTCUSDT,1h
1749045600000,104761.17,105045.79,104179.0,105033.3,1446.2321,1749049199999,151246072.5874967,231685,760.41767,79552875.0235431,0,2025-06-04 14:00:00+00:00,2025-06-04 14:59:59.999000+00:00,BTCUSDT,1h
1749049200000,105033.3,105542.0,104928.65,105298.27,938.94287,1749052799999,98888525.207078,186573,426.59566,44926361.1691406,0,2025-06-04 15:00:00+00:00,2025-06-04 15:59:59.999000+00:00,BTCUSDT,1h
1749052800000,105298.26,105464.85,105094.0,105445.89,468.85884,1749056399999,49367417.2225548,107174,159.05686,16747481.8783665,0,2025-06-04 16:00:00+00:00,2025-06-04 16:59:59.999000+00:00,BTCUSDT,1h
1749056400000,105445.9,105483.14,104963.64,105051.1,399.33188,1749059999999,42007490.9683805,99908,155.32224,16342970.5444143,0,2025-06-04 17:00:00+00:00,2025-06-04 17:59:59.999000+00:00,BTCUSDT,1h
1749060000000,105051.11,105300.0,104920.01,104951.54,301.21483,1749063599999,31667138.7199118,79222,118.10936,12417581.5861855,0,2025-06-04 18:00:00+00:00,2025-06-04 18:59:59.999000+00:00,BTCUSDT,1h
1749063600000,104951.54,105079.99,104865.25,104913.52,282.68857,1749067199999,29674510.5600516,85460,136.97834,14378800.3478396,0,2025-06-04 19:00:00+00:00,2025-06-04 19:59:59.999000+00:00,BTCUSDT,1h
1749067200000,104913.52,104959.64,104407.16,104609.87,484.36457,1749070799999,50690651.6640628,101207,168.01032,17584250.7485932,0,2025-06-04 20:00:00+00:00,2025-06-04 20:59:59.999000+00:00,BTCUSDT,1h
1749070800000,104609.88,105045.79,104549.83,104930.61,304.21199,1749074399999,31890272.7641689,76072,170.0655,17827579.1759461,0,2025-06-04 21:00:00+00:00,2025-06-04 21:59:59.999000+00:00,BTCUSDT,1h
1749074400000,104930.61,105034.91,104744.18,104775.36,158.79559,1749077999999,16651878.0832336,76971,70.11005,7351496.9322903,0,2025-06-04 22:00:00+00:00,2025-06-04 22:59:59.999000+00:00,BTCUSDT,1h
1749078000000,104775.37,104864.5,104625.15,104696.86,176.30335,1749081599999,18463489.3489397,51991,74.42791,7794782.0517382,0,2025-06-04 23:00:00+00:00,2025-06-04 23:59:59.999000+00:00,BTCUSDT,1h
1749081600000,104696.86,104976.75,104651.16,104976.74,242.65293,1749085199999,25439565.5690563,71690,112.64799,11808798.6284966,0,2025-06-05 00:00:00+00:00,2025-06-05 00:59:59.999000+00:00,BTCUSDT,1h
1749085200000,104976.75,105155.55,104697.84,104774.92,288.56241,1749088799999,30282982.5771286,63227,92.07362,9665271.7454219,0,2025-06-05 01:00:00+00:00,2025-06-05 01:59:59.999000+00:00,BTCUSDT,1h
1749088800000,104774.92,105240.84,104774.92,104989.48,396.55703,1749092399999,41660301.2461547,72840,177.10852,18607865.0674682,0,2025-06-05 02:00:00+00:00,2025-06-05 02:59:59.999000+00:00,BTCUSDT,1h
1749092400000,104989.48,105064.95,104880.2,105047.15,198.77038,1749095999999,20865058.5900384,59398,86.36049,9065330.1139,0,2025-06-05 03:00:00+00:00,2025-06-05 03:59:59.999000+00:00,BTCUSDT,1h
1749096000000,105047.15,105226.14,105032.95,105173.71,182.6561,1749099599999,19204234.5491323,40926,82.89854,8715909.1922816,0,2025-06-05 04:00:00+00:00,2025-06-05 04:59:59.999000+00:00,BTCUSDT,1h
1749099600000,105173.72,105189.22,104570.43,104649.23,673.16476,1749103199999,70549654.9771528,83341,302.84648,31761773.9720338,0,2025-06-05 05:00:00+00:00,2025-06-05 05:59:59.999000+00:00,BTCUSDT,1h
1749103200000,104649.22,104696.73,104380.0,104452.93,416.36718,1749106799999,43518703.5976239,66150,180.5579,18871158.4074411,0,2025-06-05 06:00:00+00:00,2025-06-05 06:59:59.999000+00:00,BTCUSDT,1h
1749106800000,104452.94,104636.46,104424.52,104518.05,321.50806,1749110399999,33610842.8112787,53058,150.48206,15731098.075997,0,2025-06-05 07:00:00+00:00,2025-06-05 07:59:59.999000+00:00,BTCUSDT,1h
1749110400000,104518.05,104681.28,104424.52,104675.36,277.44002,1749113999999,29018803.4260562,51589,121.5835,12717655.5375613,0,2025-06-05 08:00:00+00:00,2025-06-05 08:59:59.999000+00:00,BTCUSDT,1h
1749114000000,104675.36,104920.0,104675.35,104900.0,298.63026,1749117599999,31293720.6112573,42236,140.87083,14762814.4423639,0,2025-06-05 09:00:00+00:00,2025-06-05 09:59:59.999000+00:00,BTCUSDT,1h
1749117600000,104900.0,104900.01,104517.43,104659.24,304.88123,1749121199999,31915947.5018895,51522,130.25024,13634244.1445924,0,2025-06-05 10:00:00+00:00,2025-06-05 10:59:59.999000+00:00,BTCUSDT,1h
1749121200000,104659.25,104847.52,104551.64,104827.8,180.80524,1749124799999,18933996.584298,45013,71.70011,7509080.7960507,0,2025-06-05 11:00:00+00:00,2025-06-05 11:59:59.999000+00:00,BTCUSDT,1h
1749124800000,104827.79,105776.99,104790.69,105649.59,1029.99302,1749128399999,108575807.5699528,141664,584.56676,61598820.5947792,0,2025-06-05 12:00:00+00:00,2025-06-05 12:59:59.999000+00:00,BTCUSDT,1h
1749128400000,105649.6,105909.71,104303.64,104527.0,1449.94992,1749131999999,152518030.9414161,245240,564.59035,59423554.7099844,0,2025-06-05 13:00:00+00:00,2025-06-05 13:59:59.999000+00:00,BTCUSDT,1h
1749132000000,104527.0,104927.79,103900.0,104639.2,1874.15172,1749135599999,195513729.6695625,326539,882.49522,92084802.3192227,0,2025-06-05 14:00:00+00:00,2025-06-05 14:59:59.999000+00:00,BTCUSDT,1h
1749135600000,104639.21,104871.31,104330.18,104531.49,713.68921,1749139199999,74683891.8017639,144035,343.3061,35922094.2329291,0,2025-06-05 15:00:00+00:00,2025-06-05 15:59:59.999000+00:00,BTCUSDT,1h
1749139200000,104531.5,104598.87,103258.0,103262.53,1390.7435,1749142799999,144427776.2022881,310912,499.15213,51849717.9762467,0,2025-06-05 16:00:00+00:00,2025-06-05 16:59:59.999000+00:00,BTCUSDT,1h
1749142800000,103262.54,103581.4,103140.0,103240.04,962.55375,1749146399999,99499965.3502471,215972,459.39577,47484267.0720002,0,2025-06-05 17:00:00+00:00,2025-06-05 17:59:59.999000+00:00,BTCUSDT,1h
1749146400000,103240.04,103354.56,102581.56,103006.05,1385.84959,1749149999999,142726072.9831572,276902,589.70445,60732776.2317541,0,2025-06-05 18:00:00+00:00,2025-06-05 18:59:59.999000+00:00,BTCUSDT,1h
1749150000000,103006.04,103036.91,101596.62,101914.77,2448.38476,1749153599999,250052229.64454073,411784,1063.51273,108596947.1515971,0,2025-06-05 19:00:00+00:00,2025-06-05 19:59:59.999000+00:00,BTCUSDT,1h
1749153600000,101914.76,102171.44,100372.26,100483.91,3383.41936,1749157199999,342297202.6497313,522447,1352.9023,136933365.985778,0,2025-06-05 20:00:00+00:00,2025-06-05 20:59:59.999000+00:00,BTCUSDT,1h
1749157200000,100483.92,101658.17,100428.0,101542.82,2188.11746,1749160799999,221153503.9405302,369636,1173.37763,118623389.9457768,0,2025-06-05 21:00:00+00:00,2025-06-05 21:59:59.999000+00:00,BTCUSDT,1h
1749160800000,101542.82,101707.77,101029.46,101502.61,949.97233,1749164399999,96311093.2270013,169751,473.00033,47961453.4254885,0,2025-06-05 22:00:00+00:00,2025-06-05 22:59:59.999000+00:00,BTCUSDT,1h
1749164400000,101502.61,101835.7,101488.37,101508.68,762.68132,1749167999999,77514776.5092868,127423,369.97614,37606327.2735458,0,2025-06-05 23:00:00+00:00,2025-06-05 23:59:59.999000+00:00,BTCUSDT,1h
1749168000000,101508.69,101907.0,101095.8,101900.77,874.39109,1749171599999,88722302.3623994,178885,474.77282,48188741.0628559,0,2025-06-06 00:00:00+00:00,2025-06-06 00:59:59.999000+00:00,BTCUSDT,1h
1749171600000,101900.77,101944.89,101681.77,101841.2,378.25915,1749175199999,38526098.9574071,88701,192.89553,19646099.3673904,0,2025-06-06 01:00:00+00:00,2025-06-06 01:59:59.999000+00:00,BTCUSDT,1h
1749175200000,101841.19,102208.28,101535.61,102203.52,725.19187,1749178799999,73842930.5970578,101470,408.14204,41554760.5323329,0,2025-06-06 02:00:00+00:00,2025-06-06 02:59:59.999000+00:00,BTCUSDT,1h
1749178800000,102203.53,102520.0,102056.23,102493.3,774.57977,1749182399999,79246099.3429866,94171,441.42467,45160971.4761006,0,2025-06-06 03:00:00+00:00,2025-06-06 03:59:59.999000+00:00,BTCUSDT,1h
1749182400000,102493.3,102799.23,102387.38,102777.0,593.0447,1749185999999,60829038.2767888,92597,250.40517,25686628.0031723,0,2025-06-06 04:00:00+00:00,2025-06-06 04:59:59.999000+00:00,BTCUSDT,1h
1749186000000,102777.01,102954.24,102683.22,102954.24,461.43449,1749189599999,47444789.2975095,64104,195.09725,20061489.1493837,0,2025-06-06 05:00:00+00:00,2025-06-06 05:59:59.999000+00:00,BTCUSDT,1h
1749189600000,102954.23,103210.06,102896.1,103160.0,638.68853,1749193199999,65823315.4892628,84803,313.14772,32271871.4876781,0,2025-06-06 06:00:00+00:00,2025-06-06 06:59:59.999000+00:00,BTCUSDT,1h
1749193200000,103160.0,103468.66,103050.9,103150.44,585.47496,1749196799999,60422711.4390932,75304,289.83961,29913160.0343736,0,2025-06-06 07:00:00+00:00,2025-06-06 07:59:59.999000+00:00,BTCUSDT,1h
1749196800000,103150.44,103589.0,103150.43,103510.25,492.04854,1749200399999,50887453.0381185,86365,198.14393,20489934.1700343,0,2025-06-06 08:00:00+00:00,2025-06-06 08:59:59.999000+00:00,BTCUSDT,1h
1749200400000,103510.25,103750.0,103510.24,103643.98,621.57206,1749203999999,64415278.7513312,91440,286.49256,29688245.2973588,0,2025-06-06 09:00:00+00:00,2025-06-06 09:59:59.999000+00:00,BTCUSDT,1h
1749204000000,103643.99,103800.0,103553.31,103676.25,580.32136,1749207599999,60176344.9900216,74492,248.22327,25739914.919017,0,2025-06-06 10:00:00+00:00,2025-06-06 10:59:59.999000+00:00,BTCUSDT,1h
1749207600000,103676.24,103991.45,103643.78,103927.99,524.28446,1749211199999,54434393.9695735,72287,276.28795,28683784.8950906,0,2025-06-06 11:00:00+00:00,2025-06-06 11:59:59.999000+00:00,BTCUSDT,1h
1749211200000,103927.99,104300.0,103513.7,103753.27,1382.8038,1749214799999,143755861.6807776,195697,643.93501,66949515.5438904,0,2025-06-06 12:00:00+00:00,2025-06-06 12:59:59.999000+00:00,BTCUSDT,1h
1749214800000,103753.26,104529.65,103753.26,104098.84,950.84579,1749218399999,99051307.8059772,203950,471.32474,49110069.3001995,0,2025-06-06 13:00:00+00:00,2025-06-06 13:59:59.999000+00:00,BTCUSDT,1h
1749218400000,104098.84,104880.88,104004.83,104776.7,991.71953,1749221999999,103649599.4646269,213472,515.23505,53863424.8361016,0,2025-06-06 14:00:00+00:00,2025-06-06 14:59:59.999000+00:00,BTCUSDT,1h
1749222000000,104776.7,105333.0,104616.12,105092.28,1335.00321,1749225599999,140089919.9482376,251168,698.21412,73292343.205788,0,2025-06-06 15:00:00+00:00,2025-06-06 15:59:59.999000+00:00,BTCUSDT,1h
1749225600000,105092.28,105284.0,104708.08,104758.27,1057.7328,1749229199999,111095377.2272958,150468,426.34868,44772679.0700087,0,2025-06-06 16:00:00+00:00,2025-06-06 16:59:59.999000+00:00,BTCUSDT,1h
1749229200000,104758.28,104975.47,104390.18,104922.14,761.7073,1749232799999,79699075.5723515,144694,341.74044,35765610.4468037,0,2025-06-06 17:00:00+00:00,2025-06-06 17:59:59.999000+00:00,BTCUSDT,1h
1749232800000,104922.14,104982.38,104475.93,104497.69,373.48505,1749236399999,39083806.5948662,101436,192.6813,20162365.4445359,0,2025-06-06 18:00:00+00:00,2025-06-06 18:59:59.999000+00:00,BTCUSDT,1h
1749236400000,104497.69,104601.87,104013.21,104219.8,569.98192,1749239999999,59450844.8587692,109268,189.96792,19821667.5598237,0,2025-06-06 19:00:00+00:00,2025-06-06 19:59:59.999000+00:00,BTCUSDT,1h
1749240000000,104219.8,104617.56,104167.98,104478.07,332.96273,1749243599999,34759515.699834,84273,195.72759,20433183.560093,0,2025-06-06 20:00:00+00:00,2025-06-06 20:59:59.999000+00:00,BTCUSDT,1h
1749243600000,104478.07,104488.38,104300.0,104386.29,362.2665,1749247199999,37813912.2768012,51672,209.17926,21833629.5328231,0,2025-06-06 21:00:00+00:00,2025-06-06 21:59:59.999000+00:00,BTCUSDT,1h
1749247200000,104386.29,104485.91,104232.55,104476.81,240.44272,1749250799999,25086295.8386615,53022,106.06936,11066360.8511103,0,2025-06-06 22:00:00+00:00,2025-06-06 22:59:59.999000+00:00,BTCUSDT,1h
1749250800000,104476.82,104487.28,104193.32,104288.44,230.83152,1749254399999,24076131.4558266,45588,90.3108,9419371.6898271,0,2025-06-06 23:00:00+00:00,2025-06-06 23:59:59.999000+00:00,BTCUSDT,1h
1749254400000,104288.43,104511.69,103871.09,104511.69,440.68115,1749257999999,45906248.5783614,94820,225.06933,23453306.3280309,0,2025-06-07 00:00:00+00:00,2025-06-07 00:59:59.999000+00:00,BTCUSDT,1h
1749258000000,104511.68,104567.89,104348.83,104453.56,211.2017,1749261599999,22060628.4602509,72834,105.60182,11030289.0660328,0,2025-06-07 01:00:00+00:00,2025-06-07 01:59:59.999000+00:00,BTCUSDT,1h
1749261600000,104453.55,104611.68,104328.18,104531.57,266.07012,1749265199999,27789238.7133369,52999,141.54625,14783354.2515913,0,2025-06-07 02:00:00+00:00,2025-06-07 02:59:59.999000+00:00,BTCUSDT,1h
1749265200000,104531.58,104910.77,104484.52,104871.58,482.21131,1749268799999,50509131.492008,95495,258.80758,27107624.52279,0,2025-06-07 03:00:00+00:00,2025-06-07 03:59:59.999000+00:00,BTCUSDT,1h
1749268800000,104871.59,104880.32,104643.62,104819.99,263.09442,1749272399999,27559206.847429,43329,87.24163,9138384.8223877,0,2025-06-07 04:00:00+00:00,2025-06-07 04:59:59.999000+00:00,BTCUSDT,1h
1749272400000,104820.0,105000.0,104751.16,104877.36,292.29171,1749275999999,30647379.7801381,38528,142.55157,14946479.0908258,0,2025-06-07 05:00:00+00:00,2025-06-07 05:59:59.999000+00:00,BTCUSDT,1h
1749276000000,104877.37,105319.0,104788.31,105316.37,409.73016,1749279599999,43034449.5260048,59675,259.91169,27305184.2753591,0,2025-06-07 06:00:00+00:00,2025-06-07 06:59:59.999000+00:00,BTCUSDT,1h
1749279600000,105316.36,105319.13,104834.27,104867.04,343.94832,1749283199999,36111347.2625405,56883,124.43725,13062267.1077916,0,2025-06-07 07:00:00+00:00,2025-06-07 07:59:59.999000+00:00,BTCUSDT,1h
1749283200000,104867.03,104966.69,104689.81,104746.44,233.72481,1749286799999,24503281.9681676,41873,61.70924,6469134.1362304,0,2025-06-07 08:00:00+00:00,2025-06-07 08:59:59.999000+00:00,BTCUSDT,1h
1749286800000,104746.44,104942.02,104746.43,104848.09,208.46137,1749290399999,21859738.7982077,39990,86.01367,9020241.4327081,0,2025-06-07 09:00:00+00:00,2025-06-07 09:59:59.999000+00:00,BTCUSDT,1h
1749290400000,104848.09,105198.58,104840.29,105145.84,355.28954,1749293999999,37324476.9372268,68782,140.63845,14772656.9677326,0,2025-06-07 10:00:00+00:00,2025-06-07 10:59:59.999000+00:00,BTCUSDT,1h
1749294000000,105145.83,105264.0,105050.04,105150.01,382.87799,1749297599999,40267746.0132416,54664,162.78594,17119296.6442776,0,2025-06-07 11:00:00+00:00,2025-06-07 11:59:59.999000+00:00,BTCUSDT,1h
1749297600000,105150.01,105702.99,105150.0,105465.21,1059.92731,1749301199999,111693091.1225394,93050,648.36354,68321079.2770283,0,2025-06-07 12:00:00+00:00,2025-06-07 12:59:59.999000+00:00,BTCUSDT,1h
1749301200000,105465.22,105800.0,105309.56,105610.52,478.46327,1749304799999,50511145.1577719,77060,239.22011,25254214.4762671,0,2025-06-07 13:00:00+00:00,2025-06-07 13:59:59.999000+00:00,BTCUSDT,1h
1749304800000,105610.53,105688.4,105394.48,105431.61,394.99404,1749308399999,41680846.7446003,73077,154.71077,16326318.6789758,0,2025-06-07 14:00:00+00:00,2025-06-07 14:59:59.999000+00:00,BTCUSDT,1h
1749308400000,105431.61,105577.18,105316.98,105558.11,264.34496,1749311999999,27880800.7807168,64459,108.47799,11440862.2693159,0,2025-06-07 15:00:00+00:00,2025-06-07 15:59:59.999000+00:00,BTCUSDT,1h
1749312000000,105558.11,105666.66,105279.06,105350.68,279.15265,1749315599999,29447478.5311595,54544,109.50533,11554044.9507991,0,2025-06-07 16:00:00+00:00,2025-06-07 16:59:59.999000+00:00,BTCUSDT,1h
1749315600000,105350.68,105558.62,105350.0,105393.21,183.64973,1749319199999,19367439.7995694,40094,68.15978,7187846.1120766,0,2025-06-07 17:00:00+00:00,2025-06-07 17:59:59.999000+00:00,BTCUSDT,1h
1749319200000,105393.21,105884.46,105393.2,105599.99,712.93146,1749322799999,75340975.5257441,82506,345.87521,36552374.4690047,0,2025-06-07 18:00:00+00:00,2025-06-07 18:59:59.999000+00:00,BTCUSDT,1h
1749322800000,105599.99,105871.33,105599.99,105725.91,360.31008,1749326399999,38100954.9789566,48993,164.4886,17391767.6152831,0,2025-06-07 19:00:00+00:00,2025-06-07 19:59:59.999000+00:00,BTCUSDT,1h
1749326400000,105725.91,105900.0,105725.9,105846.98,192.22857,1749329999999,20345153.9674027,37159,115.50378,12224265.0437711,0,2025-06-07 20:00:00+00:00,2025-06-07 20:59:59.999000+00:00,BTCUSDT,1h
1749330000000,105846.98,105865.43,105707.39,105764.64,139.73285,1749333599999,14784687.9819094,28799,55.54711,5876983.3308769,0,2025-06-07 21:00:00+00:00,2025-06-07 21:59:59.999000+00:00,BTCUSDT,1h
1749333600000,105764.63,105900.0,105664.0,105820.51,179.8611,1749337199999,19031026.6188326,43832,96.72802,10235012.8942269,0,2025-06-07 22:00:00+00:00,2025-06-07 22:59:59.999000+00:00,BTCUSDT,1h
1749337200000,105820.52,105820.52,105534.88,105552.15,209.75344,1749340799999,22158905.3687071,39049,67.12446,7091211.4278878,0,2025-06-07 23:00:00+00:00,2025-06-07 23:59:59.999000+00:00,BTCUSDT,1h
1749340800000,105552.15,105654.95,105441.86,105473.21,278.41728,1749344399999,29377918.41526,39961,116.12246,12253663.1090337,0,2025-06-08 00:00:00+00:00,2025-06-08 00:59:59.999000+00:00,BTCUSDT,1h
1749344400000,105473.22,105786.33,105400.57,105690.33,312.19485,1749347999999,32950160.1281997,42595,194.82691,20558731.872185,0,2025-06-08 01:00:00+00:00,2025-06-08 01:59:59.999000+00:00,BTCUSDT,1h
1749348000000,105690.32,105690.33,105441.86,105441.87,301.18228,1749351599999,31778738.802537,44639,173.75367,18331989.0884923,0,2025-06-08 02:00:00+00:00,2025-06-08 02:59:59.999000+00:00,BTCUSDT,1h
1749351600000,105441.86,105500.0,105394.03,105471.59,192.88835,1749355199999,20337626.4626565,27015,81.01434,8542104.4928118,0,2025-06-08 03:00:00+00:00,2025-06-08 03:59:59.999000+00:00,BTCUSDT,1h
1749355200000,105471.59,105636.53,105408.38,105614.38,151.52478,1749358799999,15989205.4884959,30977,77.46697,8175251.2021621,0,2025-06-08 04:00:00+00:00,2025-06-08 04:59:59.999000+00:00,BTCUSDT,1h
1749358800000,105614.37,105653.13,105412.76,105438.34,148.53573,1749362399999,15675317.7656994,25205,64.01458,6755905.5630539,0,2025-06-08 05:00:00+00:00,2025-06-08 05:59:59.999000+00:00,BTCUSDT,1h
1749362400000,105438.34,105599.32,105432.96,105442.87,155.65979,1749365999999,16424522.7850317,29225,75.14391,7928864.4393239,0,2025-06-08 06:00:00+00:00,2025-06-08 06:59:59.999000+00:00,BTCUSDT,1h
1749366000000,105442.88,105556.15,105410.23,105426.45,167.34238,1749369599999,17648069.4389669,30276,61.80777,6518391.1709839,0,2025-06-08 07:00:00+00:00,2025-06-08 07:59:59.999000+00:00,BTCUSDT,1h
1749369600000,105426.46,105495.99,105367.88,105373.81,192.70501,1749373199999,20319223.3739616,28972,90.10687,9501217.6399474,0,2025-06-08 08:00:00+00:00,2025-06-08 08:59:59.999000+00:00,BTCUSDT,1h
1749373200000,105373.82,105405.8,105075.51,105140.01,497.00351,1749376799999,52305729.6176102,73238,234.81807,24711028.4026382,0,2025-06-08 09:00:00+00:00,2025-06-08 09:59:59.999000+00:00,BTCUSDT,1h
1749376800000,105140.0,105481.24,104964.14,105357.64,605.7311,1749380399999,63755946.5987989,74130,364.3558,38359317.5031446,0,2025-06-08 10:00:00+00:00,2025-06-08 10:59:59.999000+00:00,BTCUSDT,1h
1749380400000,105357.64,105720.94,105357.63,105686.71,376.57336,1749383999999,39754765.8262809,61934,251.34219,26532488.0316081,0,2025-06-08 11:00:00+00:00,2025-06-08 11:59:59.999000+00:00,BTCUSDT,1h
1749384000000,105686.71,105773.6,105520.25,105721.5,711.6709,1749387599999,75181989.7008144,88516,528.95356,55880090.2191633,0,2025-06-08 12:00:00+00:00,2025-06-08 12:59:59.999000+00:00,BTCUSDT,1h
1749387600000,105721.5,106160.19,105577.36,105627.9,891.02348,1749391199999,94290874.4510764,102039,618.86156,65494848.17308,0,2025-06-08 13:00:00+00:00,2025-06-08 13:59:59.999000+00:00,BTCUSDT,1h
1749391200000,105627.9,105910.17,105577.36,105829.66,258.38147,1749394799999,27319452.8708512,71982,115.13452,12172180.4000591,0,2025-06-08 14:00:00+00:00,2025-06-08 14:59:59.999000+00:00,BTCUSDT,1h
